From,Entry,Entry Name,Length,Organism (ID),Taxonomic lineage,Taxonomic lineage (Ids)
A0A835YDC1,A0A835YDC1,A0A835YDC1_9CHLO,2358,47281,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Chlorophyta (phylum)core chlorophytes (norank)Chlorophyceae (class)CS clade (norank)Chlamydomonadales (order)Chlamydomonadales incertae sedis (norank)Edaphochlamys (genus),|131567|2759|33090|3041|2692248|3166|2812636|3042|77634|2594176|
A0A1Y1S7X8,A0A1Y1S7X8,A0A1Y1S7X8_9MICR,1325,1081671,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Fungi incertae sedis (norank)Microsporidia (phylum)Apansporoblastina (suborder)Enterocytozoonidae (family)Enterospora (genus),|131567|2759|33154|4751|112252|6029|6032|27970|1081670|
A0A8A7KEZ9,A0A8A7KEZ9,A0A8A7KEZ9_9FIRM,1166,2682810,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Halanaerobiales (order)Halanaerobiaceae (family)Iocasia (genus),|131567|2|1783272|1239|186801|53433|972|2899804|
A0A252DIP5,A0A252DIP5,A0A252DIP5_9NOSO,,,,
A0A8J2SIH3,A0A8J2SIH3,A0A8J2SIH3_9STRA,1822,35677,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Stramenopiles (norank)Ochrophyta (norank)Pelagophyceae (class)Pelagomonadales (order)Pelagomonas (genus),|131567|2759|2698737|33634|2696291|35675|54409|35676|
A0A0Y9ZS24,A0A0Y9ZS24,A0A0Y9ZS24_PLABE,1077,5821,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Aconoidasida (class)Haemosporida (order)Plasmodiidae (family)Plasmodium (genus)Plasmodium (Vinckeia) (subgenus),|131567|2759|2698737|33630|5794|422676|5819|1639119|5820|418101|
A0A0A1UCC8,A0A0A1UCC8,A0A0A1UCC8_ENTIV,1776,370355,cellular organisms (norank)Eukaryota (superkingdom)Amoebozoa (norank)Evosea (phylum)Archamoebae (norank)Mastigamoebida (order)Entamoebidae (family)Entamoeba (genus)Entamoeba invadens (species),|131567|2759|554915|2605435|555406|2682482|33084|5758|33085|
A0A2G5BCP2,A0A2G5BCP2,A0A2G5BCP2_COERN,2344,763665,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Fungi incertae sedis (norank)Zoopagomycota (phylum)Kickxellomycotina (subphylum)Kickxellomycetes (class)Kickxellales (order)Kickxellaceae (family)Coemansia (genus)Coemansia reversa (species),|131567|2759|33154|4751|112252|1913638|451828|2219690|4861|4862|4863|61392|
P47047,P47047,MTR4_YEAST,1073,559292,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)Saccharomycetaceae (family)Saccharomyces (genus)Saccharomyces cerevisiae (species),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|4893|4930|4932|
A0A2C0EJE9,A0A2C0EJE9,A0A2C0EJE9_BACCE,850,1396,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Bacilli (class)Bacillales (order)Bacillaceae (family)Bacillus (genus)Bacillus cereus group (norank),|131567|2|1783272|1239|91061|1385|186817|1386|86661|
A0A2S2E2B0,A0A2S2E2B0,A0A2S2E2B0_9ALTE,759,2183582,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Gammaproteobacteria (class)Alteromonadales (order)Alteromonadaceae (family)Saliniradius (genus),|131567|2|1224|1236|135622|72275|2661818|
A0A2P6W0Q0,A0A2P6W0Q0,A0A2P6W0Q0_9EURY,766,1919221,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Stenosarchaea group (norank)Candidatus Nanohaloarchaea (class)unclassified Candidatus Nanohaloarchaea (norank),|131567|2157|28890|2290931|1051663|1072680|
A0A353GF09,A0A353GF09,A0A353GF09_9BACT,914,2107588,cellular organisms (norank)Bacteria (superkingdom)Bacteria incertae sedis (norank)Bacteria candidate phyla (norank)Candidatus Sumerlaeota (phylum)unclassified Candidatus Sumerlaeota (norank),|131567|2|2323|1783234|200295|910027|
A0A835SKQ8,A0A835SKQ8,A0A835SKQ8_CHLIN,1957,51695,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Chlorophyta (phylum)core chlorophytes (norank)Chlorophyceae (class)CS clade (norank)Chlamydomonadales (order)Chlamydomonadaceae (family)Chlamydomonas (genus),|131567|2759|33090|3041|2692248|3166|2812636|3042|3051|3052|
A0A1V6PCW4,A0A1V6PCW4,A0A1V6PCW4_PENDC,1894,69771,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Pezizomycotina (subphylum)leotiomyceta (norank)Eurotiomycetes (class)Eurotiomycetidae (subclass)Eurotiales (order)Aspergillaceae (family)Penicillium (genus),|131567|2759|33154|4751|451864|4890|716545|147538|716546|147545|451871|5042|1131492|5073|
A0A2K9EI04,A0A2K9EI04,A0A2K9EI04_9FIRM,1156,1677857,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Eubacteriales (order)Oscillospiraceae (family)Acetivibrio (genus),|131567|2|1783272|1239|186801|186802|216572|35829|
A0A7C0YWU0,A0A7C0YWU0,A0A7C0YWU0_9EURY,813,35749,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Thermococci (class)Thermococcales (order)Thermococcaceae (family)Thermococcus (genus)unclassified Thermococcus (norank),|131567|2157|28890|183968|2258|2259|2263|2627626|
R1CUV1,R1CUV1,R1CUV1_EMIHU,2295,2903,cellular organisms (norank)Eukaryota (superkingdom)Haptista (norank)Haptophyta (phylum)Prymnesiophyceae (norank)Isochrysidales (order)Noelaerhabdaceae (family)Emiliania (genus),|131567|2759|2608109|2830|2608131|73020|418966|2902|
A2D9Y6,A2D9Y6,A2D9Y6_TRIV3,787,412133,cellular organisms (norank)Eukaryota (superkingdom)Metamonada (norank)Parabasalia (phylum)Trichomonadida (order)Trichomonadidae (family)Trichomonas (genus)Trichomonas vaginalis (species),|131567|2759|2611341|5719|37104|181550|5721|5722|
B0EE60,B0EE60,B0EE60_ENTDS,1799,370354,cellular organisms (norank)Eukaryota (superkingdom)Amoebozoa (norank)Evosea (phylum)Archamoebae (norank)Mastigamoebida (order)Entamoebidae (family)Entamoeba (genus)Entamoeba dispar (species),|131567|2759|554915|2605435|555406|2682482|33084|5758|46681|
A0A1Y2HXH1,A0A1Y2HXH1,A0A1Y2HXH1_9FUNG,2155,765915,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Fungi incertae sedis (norank)Blastocladiomycota (phylum)Blastocladiomycota incertae sedis (norank)Blastocladiomycetes (class)Blastocladiales (order)Catenariaceae (family)Catenaria (genus)Catenaria anguillulae (species),|131567|2759|33154|4751|112252|451459|2683660|451460|4805|109872|109875|109876|
P42285,P42285,MTREX_HUMAN,1042,9606,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Deuterostomia (norank)Chordata (phylum)Craniata (subphylum)Vertebrata (norank)Gnathostomata (norank)Teleostomi (norank)Euteleostomi (norank)Sarcopterygii (superclass)Dipnotetrapodomorpha (norank)Tetrapoda (norank)Amniota (norank)Mammalia (class)Theria (norank)Eutheria (norank)Boreoeutheria (norank)Euarchontoglires (superorder)Primates (order)Haplorrhini (suborder)Simiiformes (infraorder)Catarrhini (parvorder)Hominoidea (superfamily)Hominidae (family)Homininae (subfamily)Homo (genus),|131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|40674|32525|9347|1437010|314146|9443|376913|314293|9526|314295|9604|207598|9605|
D9SPZ8,D9SPZ8,D9SPZ8_CLOC7,833,573061,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Eubacteriales (order)Clostridiaceae (family)Clostridium (genus)Clostridium cellulovorans (species),|131567|2|1783272|1239|186801|186802|31979|1485|1493|
A0A1H9U6P4,A0A1H9U6P4,A0A1H9U6P4_9FIRM,792,140626,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Eubacteriales (order)Lachnospiraceae (family)Lachnobacterium (genus),|131567|2|1783272|1239|186801|186802|186803|140625|
A0A8K0XVA9,A0A8K0XVA9,A0A8K0XVA9_9ARCH,582,2077140,cellular organisms (norank)Archaea (superkingdom)DPANN group (norank)Candidatus Parvarchaeota (phylum)unclassified Candidatus Parvarchaeota (norank),|131567|2157|1783276|1462422|1915987|
A0A2Z4Y9A6,A0A2Z4Y9A6,A0A2Z4Y9A6_SUMC1,1009,2250252,cellular organisms (norank)Bacteria (superkingdom)Bacteria incertae sedis (norank)Bacteria candidate phyla (norank)Candidatus Sumerlaeota (phylum)Candidatus Sumerlaeia (class)Candidatus Sumerlaeales (order)Candidatus Sumerlaeaceae (family)Candidatus Sumerlaea (genus),|131567|2|2323|1783234|200295|2315419|2315420|2315421|2315418|
A0A5J4YYQ3,A0A5J4YYQ3,A0A5J4YYQ3_PORPP,2162,35688,cellular organisms (norank)Eukaryota (superkingdom)Rhodophyta (phylum)Bangiophyceae (class)Porphyridiales (order)Porphyridiaceae (family)Porphyridium (genus),|131567|2759|2763|2797|2798|2799|2791|
A0A2P6NW18,A0A2P6NW18,A0A2P6NW18_9EUKA,2876,1890364,cellular organisms (norank)Eukaryota (superkingdom)Amoebozoa (norank)Evosea (phylum)Variosea (class)Cavosteliida (order)Cavosteliaceae (family)Planoprotostelium (genus),|131567|2759|554915|2605435|2605334|2681888|435412|65007|
A0A842QDB7,A0A842QDB7,A0A842QDB7_9ARCH,605,2053489,cellular organisms (norank)Archaea (superkingdom)Asgard group (norank)Candidatus Lokiarchaeota (phylum)unclassified Lokiarchaeota (norank),|131567|2157|1935183|1655434|1655640|
A0A167WU40,A0A167WU40,A0A167WU40_9EURO,1109,392613,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Pezizomycotina (subphylum)leotiomyceta (norank)Eurotiomycetes (class)Eurotiomycetidae (subclass)Onygenales (order)Ascosphaeraceae (family)Ascosphaera (genus)Ascosphaera apis (species),|131567|2759|33154|4751|451864|4890|716545|147538|716546|147545|451871|33183|5103|5104|5105|
A0A1J4JTT2,A0A1J4JTT2,A0A1J4JTT2_9EUKA,830,1144522,cellular organisms (norank)Eukaryota (superkingdom)Metamonada (norank)Parabasalia (phylum)Tritrichomonadida (order)Tritrichomonadidae (family)Tritrichomonas (genus),|131567|2759|2611341|5719|740972|740983|5723|
M1VKK8,M1VKK8,M1VKK8_CYAM1,1858,280699,cellular organisms (norank)Eukaryota (superkingdom)Rhodophyta (phylum)Bangiophyceae (class)Cyanidiales (order)Cyanidiaceae (family)Cyanidioschyzon (genus)Cyanidioschyzon merolae (species),|131567|2759|2763|2797|265318|265316|45156|45157|
A0A7J6MQ22,A0A7J6MQ22,A0A7J6MQ22_PERCH,2252,330153,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Perkinsozoa (phylum)Perkinsea (norank)Perkinsida (order)Perkinsidae (family)Perkinsus (genus),|131567|2759|2698737|33630|2497438|27997|27998|27999|28000|
Q9XIF2,Q9XIF2,MTR4_ARATH,988,3702,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Streptophyta (phylum)Streptophytina (subphylum)Embryophyta (norank)Tracheophyta (norank)Euphyllophyta (norank)Spermatophyta (norank)Magnoliopsida (class)Mesangiospermae (norank)eudicotyledons (norank)Gunneridae (norank)Pentapetalae (norank)rosids (norank)malvids (norank)Brassicales (order)Brassicaceae (family)Camelineae (tribe)Arabidopsis (genus),|131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91836|3699|3700|980083|3701|
A0A1V5DZY3,A0A1V5DZY3,A0A1V5DZY3_9BACT,856,1811697,cellular organisms (norank)Bacteria (superkingdom)Thermodesulfobacteriota (phylum)Syntrophia (class)Syntrophales (order)Smithellaceae (family)Smithella (genus)unclassified Smithella (norank),|131567|2|200940|3031648|2914038|2964538|182623|2625943|
A0A2H3KUW7,A0A2H3KUW7,A0A2H3KUW7_9FLAO,683,55197,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Bacteroidota/Chlorobiota group (norank)Bacteroidota (phylum)Flavobacteriia (class)Flavobacteriales (order)Flavobacteriaceae (family)Flavobacterium (genus),|131567|2|1783270|68336|976|117743|200644|49546|237|
A0A8T3YFG7,A0A8T3YFG7,A0A8T3YFG7_9ARCH,547,2093792,cellular organisms (norank)Archaea (superkingdom)DPANN group (norank)Candidatus Aenigmarchaeota (phylum)unclassified Aenigmarchaeota (norank),|131567|2157|1783276|743724|1046937|
A0A3A4P164,A0A3A4P164,A0A3A4P164_UNCOM,856,2035772,cellular organisms (norank)Bacteria (superkingdom)PVC group (norank)Candidatus Omnitrophota (phylum)unclassified Candidatus Omnitrophota (norank),|131567|2|1783257|67812|1047005|
A0A6J0JT52,A0A6J0JT52,A0A6J0JT52_RAPSA,2189,3726,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Streptophyta (phylum)Streptophytina (subphylum)Embryophyta (norank)Tracheophyta (norank)Euphyllophyta (norank)Spermatophyta (norank)Magnoliopsida (class)Mesangiospermae (norank)eudicotyledons (norank)Gunneridae (norank)Pentapetalae (norank)rosids (norank)malvids (norank)Brassicales (order)Brassicaceae (family)Brassiceae (tribe)Raphanus (genus),|131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91836|3699|3700|981071|3725|
A0A813XYX2,A0A813XYX2,A0A813XYX2_9BILA,1200,433720,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Spiralia (norank)Gnathifera (norank)Rotifera (phylum)Eurotatoria (class)Bdelloidea (subclass)Adinetida (order)Adinetidae (family)Adineta (genus),|131567|2759|33154|33208|6072|33213|33317|2697495|2697496|10190|2816136|44578|104779|104780|104781|
A0A8T6YHX3,A0A8T6YHX3,A0A8T6YHX3_9EURY,775,2032688,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Stenosarchaea group (norank)Methanomicrobia (class)Methanosarcinales (order)Candidatus Methanoperedenaceae (family)Candidatus Methanoperedens (genus)unclassified Candidatus Methanoperedens (norank),|131567|2157|28890|2290931|224756|94695|1392996|1392997|2626337|
A0A8T2VZ65,A0A8T2VZ65,A0A8T2VZ65_9CHLO,1707,1650286,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Chlorophyta (phylum)core chlorophytes (norank)Trebouxiophyceae (class)Chlorellales (order)Chlorellaceae (family)Chlorella clade (norank)Chlorella (genus)unclassified Chlorella (norank),|131567|2759|33090|3041|2692248|75966|35460|35461|2511126|3071|1962113|
A2EB56,A2EB56,A2EB56_TRIV3,1042,412133,cellular organisms (norank)Eukaryota (superkingdom)Metamonada (norank)Parabasalia (phylum)Trichomonadida (order)Trichomonadidae (family)Trichomonas (genus)Trichomonas vaginalis (species),|131567|2759|2611341|5719|37104|181550|5721|5722|
R9AH15,R9AH15,R9AH15_WALI9,1633,1299270,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Basidiomycota (phylum)Wallemiomycotina (subphylum)Wallemiomycetes (class)Wallemiales (order)Wallemiaceae (family)Wallemia (genus)Wallemia ichthyophaga (species),|131567|2759|33154|4751|451864|5204|2204096|431957|431958|431959|148959|245174|
A0A1D3D8G3,A0A1D3D8G3,A0A1D3D8G3_9EIME,2238,88456,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Conoidasida (class)Coccidia (subclass)Eucoccidiorida (order)Eimeriorina (suborder)Eimeriidae (family)Cyclospora (genus),|131567|2759|2698737|33630|5794|1280412|5796|75739|423054|5799|44417|
R5WHX1,R5WHX1,R5WHX1_9BACT,,,,
A0A8T4DF76,A0A8T4DF76,A0A8T4DF76_9EURY,856,2268195,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Stenosarchaea group (norank)Methanomicrobia (class)unclassified Methanomicrobia (norank),|131567|2157|28890|2290931|224756|459247|
A0A417U652,A0A417U652,A0A417U652_9FIRM,766,2292357,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Eubacteriales (order)Oscillospiraceae (family)Faecalibacterium (genus)unclassified Faecalibacterium (norank),|131567|2|1783272|1239|186801|186802|216572|216851|2646395|
A0A7J4G1Z7,A0A7J4G1Z7,A0A7J4G1Z7_9ARCH,458,2250273,cellular organisms (norank)Archaea (superkingdom)TACK group (norank)Candidatus Geothermarchaeota (phylum)unclassified Candidatus Geothermarchaeota (norank),|131567|2157|1783275|1935021|3072913|
A0A2E0QTS8,A0A2E0QTS8,A0A2E0QTS8_9BACT,912,2026801,cellular organisms (norank)Bacteria (superkingdom)PVC group (norank)Verrucomicrobiota (phylum)Verrucomicrobiae (class)Verrucomicrobiales (order)unclassified Verrucomicrobiales (norank),|131567|2|1783257|74201|203494|48461|388747|
A0A2P6Q5U1,A0A2P6Q5U1,A0A2P6Q5U1_ROSCH,1632,74649,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Streptophyta (phylum)Streptophytina (subphylum)Embryophyta (norank)Tracheophyta (norank)Euphyllophyta (norank)Spermatophyta (norank)Magnoliopsida (class)Mesangiospermae (norank)eudicotyledons (norank)Gunneridae (norank)Pentapetalae (norank)rosids (norank)fabids (norank)Rosales (order)Rosaceae (family)Rosoideae (subfamily)Rosoideae incertae sedis (norank)Rosa (genus),|131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91835|3744|3745|171638|1176516|3764|
Q54XN7,Q54XN7,Y8827_DICDI,1816,44689,cellular organisms (norank)Eukaryota (superkingdom)Amoebozoa (norank)Evosea (phylum)Eumycetozoa (class)Dictyostelia (norank)Dictyosteliales (order)Dictyosteliaceae (family)Dictyostelium (genus),|131567|2759|554915|2605435|142796|33083|2058949|2058185|5782|
A0A0C1ZGL2,A0A0C1ZGL2,A0A0C1ZGL2_9BACT,1032,215803,cellular organisms (norank)Bacteria (superkingdom)Myxococcota (phylum)Myxococcia (class)Myxococcales (order)Myxococcales incertae sedis (norank)Enhygromyxa (genus),|131567|2|2818505|32015|29|83463|215802|
A4S7G6,A4S7G6,A4S7G6_OSTLU,402,436017,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Chlorophyta (phylum)Mamiellophyceae (class)Mamiellales (order)Bathycoccaceae (family)Ostreococcus (genus)unclassified Ostreococcus (norank)Ostreococcus sp. 'lucimarinus' (species),|131567|2759|33090|3041|1035538|13792|1525212|70447|2268852|242159|
A0A1J4L2N8,A0A1J4L2N8,A0A1J4L2N8_9EUKA,948,1144522,cellular organisms (norank)Eukaryota (superkingdom)Metamonada (norank)Parabasalia (phylum)Tritrichomonadida (order)Tritrichomonadidae (family)Tritrichomonas (genus),|131567|2759|2611341|5719|740972|740983|5723|
A0A0C3Q678,A0A0C3Q678,A0A0C3Q678_9AGAM,1654,1051891,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Basidiomycota (phylum)Agaricomycotina (subphylum)Agaricomycetes (class)Agaricomycetes incertae sedis (norank)Cantharellales (order)Tulasnellaceae (family)Tulasnella (genus)Tulasnella calospora (species),|131567|2759|33154|4751|451864|5204|5302|155619|355688|36064|5237|5240|156515|
A0A183ACP4,A0A183ACP4,A0A183ACP4_9TREM,1489,27848,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Spiralia (norank)Lophotrochozoa (norank)Platyhelminthes (phylum)Trematoda (class)Digenea (subclass)Plagiorchiida (order)Echinostomata (suborder)Echinostomatoidea (superfamily)Echinostomatidae (family)Echinostoma (genus),|131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6157|6178|6179|27871|27841|404429|99737|27847|
A0A3D2ME41,A0A3D2ME41,A0A3D2ME41_UNCFI,849,1879010,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum),|131567|2|1783272|1239|
A0A1U7JL45,A0A1U7JL45,A0A1U7JL45_9HYPH,837,197461,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Alphaproteobacteria (class)Hyphomicrobiales (order)Stappiaceae (family)Pseudovibrio (genus),|131567|2|1224|28211|356|2821832|258255|
A0A1X1JQE1,A0A1X1JQE1,A0A1X1JQE1_STRMT,761,28037,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Bacilli (class)Lactobacillales (order)Streptococcaceae (family)Streptococcus (genus),|131567|2|1783272|1239|91061|186826|1300|1301|
A0A2E5KHA2,A0A2E5KHA2,A0A2E5KHA2_UNCNO,724,2026795,cellular organisms (norank)Archaea (superkingdom)TACK group (norank)Nitrososphaerota (phylum)unclassified Nitrososphaerota (norank),|131567|2157|1783275|651137|1104572|
A0A3A6PFJ4,A0A3A6PFJ4,A0A3A6PFJ4_9BACL,916,1276110,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Bacilli (class)Bacillales (order)Paenibacillaceae (family)Paenibacillus (genus),|131567|2|1783272|1239|91061|1385|186822|44249|
A0A1Q9NWR5,A0A1Q9NWR5,A0A1Q9NWR5_9ARCH,583,1841598,cellular organisms (norank)Archaea (superkingdom)Asgard group (norank)Candidatus Heimdallarchaeota (phylum)unclassified Candidatus Heimdallarchaeota (norank),|131567|2157|1935183|1936272|3053648|
A0A7R9P0U6,A0A7R9P0U6,A0A7R9P0U6_9NEOP,1449,61484,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Ecdysozoa (norank)Panarthropoda (norank)Arthropoda (phylum)Mandibulata (norank)Pancrustacea (norank)Hexapoda (subphylum)Insecta (class)Dicondylia (norank)Pterygota (subclass)Neoptera (infraclass)Polyneoptera (cohort)Phasmatodea (order)Timematodea (suborder)Timematoidea (superfamily)Timematidae (family)Timema (genus),|131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33341|7020|523712|213545|213546|61471|
A0A4Q5NW32,A0A4Q5NW32,A0A4Q5NW32_UNCXX,1045,1869227,cellular organisms (norank)Bacteria (superkingdom)Unclassified Bacteria (norank),|131567|2|49928|
A0A1Z1NKN1,A0A1Z1NKN1,A0A1Z1NKN1_AERSA,933,645,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Gammaproteobacteria (class)Aeromonadales (order)Aeromonadaceae (family)Aeromonas (genus),|131567|2|1224|1236|135624|84642|642|
C1E532,C1E532,C1E532_MICCC,1026,296587,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Chlorophyta (phylum)Mamiellophyceae (class)Mamiellales (order)Mamiellaceae (family)Micromonas (genus),|131567|2759|33090|3041|1035538|13792|41873|38832|
A2DLF9,A2DLF9,A2DLF9_TRIV3,857,412133,cellular organisms (norank)Eukaryota (superkingdom)Metamonada (norank)Parabasalia (phylum)Trichomonadida (order)Trichomonadidae (family)Trichomonas (genus)Trichomonas vaginalis (species),|131567|2759|2611341|5719|37104|181550|5721|5722|
X8J5Y5,X8J5Y5,X8J5Y5_9AGAM,1691,1086054,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Basidiomycota (phylum)Agaricomycotina (subphylum)Agaricomycetes (class)Agaricomycetes incertae sedis (norank)Cantharellales (order)Ceratobasidiaceae (family)Rhizoctonia (genus)Rhizoctonia solani (species)Rhizoctonia solani AG-|3|,|131567|2759|33154|4751|451864|5204|5302|155619|355688|36064|5250|1322061|456999|1086053|
A0A2A4K8S5,A0A2A4K8S5,A0A2A4K8S5_HELVI,3059,7102,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Ecdysozoa (norank)Panarthropoda (norank)Arthropoda (phylum)Mandibulata (norank)Pancrustacea (norank)Hexapoda (subphylum)Insecta (class)Dicondylia (norank)Pterygota (subclass)Neoptera (infraclass)Endopterygota (cohort)Amphiesmenoptera (superorder)Lepidoptera (order)Glossata (suborder)Neolepidoptera (infraorder)Heteroneura (parvorder)Ditrysia (norank)Obtectomera (norank)Noctuoidea (superfamily)Noctuidae (family)Heliothinae (subfamily)Heliothis (genus),|131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37570|7100|95178|7101|
A0A1Q6MC25,A0A1Q6MC25,A0A1Q6MC25_9CLOT,855,1896987,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Eubacteriales (order)Clostridiaceae (family)Clostridium (genus)unclassified Clostridium (norank),|131567|2|1783272|1239|186801|186802|31979|1485|2614128|
A0A266QCL9,A0A266QCL9,A0A266QCL9_9GAMM,889,39650,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Gammaproteobacteria (class)Cellvibrionales (order)Cellvibrionaceae (family)Cellvibrio (genus),|131567|2|1224|1236|1706369|1706371|10|
J1AFZ5,J1AFZ5,J1AFZ5_9FLAO,802,1202532,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Bacteroidota/Chlorobiota group (norank)Bacteroidota (phylum)Flavobacteriia (class)Flavobacteriales (order)Flavobacteriaceae (family)Flavobacterium (genus)unclassified Flavobacterium (norank),|131567|2|1783270|68336|976|117743|200644|49546|237|196869|
A0A2E7FYI9,A0A2E7FYI9,A0A2E7FYI9_UNCEA,886,2026739,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)unclassified Euryarchaeota (norank),|131567|2157|28890|115531|
A0A2G6E5N2,A0A2G6E5N2,A0A2G6E5N2_9BACT,947,2044937,cellular organisms (norank)Bacteria (superkingdom)Bacteria incertae sedis (norank)Bacteria candidate phyla (norank)candidate division KSB|3|,|131567|2|2323|1783234|111639|
A0A1N6LWJ3,A0A1N6LWJ3,A0A1N6LWJ3_BABMR,1860,1133968,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Aconoidasida (class)Piroplasmida (order)Babesiidae (family)Babesia (genus)Babesia microti (species),|131567|2759|2698737|33630|5794|422676|5863|32594|5864|5868|
A0A0K0E477,A0A0K0E477,A0A0K0E477_STRER,,,,
A0A399ZYY1,A0A399ZYY1,A0A399ZYY1_UNCCH,1048,2026724,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Chloroflexota (phylum)unclassified Chloroflexota (norank),|131567|2|1783272|200795|189774|
